TargetName,HUGOSymbol,TargetGroup,AnalyteType,CodeClass,ProbePool,MinCount,MaxCount,MedianCount,GeomeanCount,NumberOfProbesIncluded,NumberOfProbesTotal,GeneID 
SPACA7,SPACA7,All Targets,RNA,Endogenous,01,1,888,12,10.80906715,1,1,122258
CBS,"CBS,CBSL",All Targets,RNA,Endogenous,01,1,832,25,23.79955294,1,1,875
SPRR3,SPRR3,All Targets,RNA,Endogenous,01,1,849,11,11.84749356,1,1,6707
GADD45GIP1,GADD45GIP1,All Targets,RNA,Endogenous,01,1,863,14,14.18312258,1,1,90480
UGT2A1,UGT2A1,All Targets,RNA,Endogenous,01,1,760,12,11.54882079,1,1,10941
DUSP19,DUSP19,All Targets,RNA,Endogenous,01,1,767,10,9.961065871,1,1,142679
PPP1R2,PPP1R2,All Targets,RNA,Endogenous,01,1,694,24,23.11453639,1,1,5504
FAM71C,FAM71C,All Targets,RNA,Endogenous,01,1,974,15,15.04272085,1,1,196472
OBSL1,OBSL1,All Targets,RNA,Endogenous,01,1,786,15.5,15.52947658,1,1,23363
TGFBR3,TGFBR3,All Targets,RNA,Endogenous,01,1,1144,14,13.87207719,1,1,7049
ARID1A,ARID1A,All Targets,RNA,Endogenous,01,1,678,17,17.13506998,1,1,8289
MED13L,MED13L,All Targets,RNA,Endogenous,01,1,732,18,16.58196489,1,1,23389
GPR32,GPR32,All Targets,RNA,Endogenous,01,1,793,15,14.8961526,1,1,2854
XKR3,XKR3,All Targets,RNA,Endogenous,01,1,930,12,12.2367236,1,1,150165
MPDU1,MPDU1,All Targets,RNA,Endogenous,01,1,755,14.5,14.25555797,1,1,9526
ASPHD2,ASPHD2,All Targets,RNA,Endogenous,01,1,772,14,13.98944402,1,1,57168
PRCP,PRCP,All Targets,RNA,Endogenous,01,1,909,18,17.89610916,1,1,5547
TUBB2A,TUBB2A,All Targets,RNA,Endogenous,01,1,831,14,13.12533179,1,1,7280
CCDC103,CCDC103,All Targets,RNA,Endogenous,01,1,784,12,11.58297308,1,1,388389
OR8J1,"OR8J3,OR8J1",All Targets,RNA,Endogenous,01,1,779,11,11.07075743,1,1,219477
NCF1,"NCF1,NCF1C",All Targets,RNA,Endogenous,01,1,863,40,39.09488939,1,1,653361
RNF5,"RNF5P1,RNF5",All Targets,RNA,Endogenous,01,1,912,13,13.88821921,1,1,6048
ACADL,ACADL,All Targets,RNA,Endogenous,01,1,754,10,9.104593903,1,1,33
RPL37A,RPL37A,All Targets,RNA,Endogenous,01,1,2907,139,144.4694032,1,1,6168
CHMP2A,CHMP2A,All Targets,RNA,Endogenous,01,1,865,13,12.23340666,1,1,27243
PDCL2,PDCL2,All Targets,RNA,Endogenous,01,1,755,11,10.3814125,1,1,132954
ABCB4,ABCB4,All Targets,RNA,Endogenous,01,1,830,12,12.20443208,1,1,5244
ZNF792,ZNF792,All Targets,RNA,Endogenous,01,1,978,12,11.59277454,1,1,126375
CALCB,CALCB,All Targets,RNA,Endogenous,01,1,794,13,12.90541574,1,1,797
NEFM,NEFM,All Targets,RNA,Endogenous,01,1,822,13,11.9775887,1,1,4741
SYCE2,SYCE2,All Targets,RNA,Endogenous,01,1,828,10,10.7926824,1,1,256126
MOCOS,MOCOS,All Targets,RNA,Endogenous,01,1,869,12,12.0568624,1,1,55034
TMEM238,TMEM238,All Targets,RNA,Endogenous,01,1,909,16,15.86968009,1,1,388564
GPD1L,GPD1L,All Targets,RNA,Endogenous,01,1,806,13,13.03617972,1,1,23171
CDK1,CDK1,All Targets,RNA,Endogenous,01,1,730,12,11.37626893,1,1,983
IL6R,IL6R,All Targets,RNA,Endogenous,01,1,675,12,11.76988747,1,1,3570
UBOX5,UBOX5,All Targets,RNA,Endogenous,01,1,871,14,14.19090625,1,1,22888
DNAJC7,DNAJC7,All Targets,RNA,Endogenous,01,1,801,20,19.8806327,1,1,7266
ARPC3,ARPC3,All Targets,RNA,Endogenous,01,1,835,23,23.44637975,1,1,10094
TXNL4B,TXNL4B,All Targets,RNA,Endogenous,01,1,735,12,12.52837224,1,1,54957
CXCR5,CXCR5,All Targets,RNA,Endogenous,01,1,821,17,16.55923195,1,1,643
ZNF208,"ZNF676,ZNF208",All Targets,RNA,Endogenous,01,1,1091,64.5,63.69037173,1,1,7757
RPL23,RPL23,All Targets,RNA,Endogenous,01,1,2139,126.5,131.495619,1,1,9349
BCAP29,"DUS4L-BCAP29,BCAP29",All Targets,RNA,Endogenous,01,1,817,13,13.56293512,1,1,55973
FABP2,FABP2,All Targets,RNA,Endogenous,01,1,724,11,10.6556929,1,1,2169
FEM1A,FEM1A,All Targets,RNA,Endogenous,01,1,820,14,13.54858274,1,1,55527
NUP205,NUP205,All Targets,RNA,Endogenous,01,1,728,15,14.63519432,1,1,23165
ANO4,ANO4,All Targets,RNA,Endogenous,01,1,929,17,17.34889912,1,1,121601
MEN1,MEN1,All Targets,RNA,Endogenous,01,1,795,17,16.72422968,1,1,4221
ADAD1,ADAD1,All Targets,RNA,Endogenous,01,1,701,10,9.451076062,1,1,132612
HOXD13,HOXD13,All Targets,RNA,Endogenous,01,1,726,13,12.73991453,1,1,3239
CCR8,CCR8,All Targets,RNA,Endogenous,01,1,1127,18,17.12721855,1,1,1237
CFAP161,CFAP161,All Targets,RNA,Endogenous,01,1,853,11,10.20355636,1,1,161502
EFNA3,EFNA3,All Targets,RNA,Endogenous,01,1,933,13.5,13.25081461,1,1,1944
KRT75,KRT75,All Targets,RNA,Endogenous,01,1,629,13,13.92703674,1,1,9119
PRSS55,PRSS55,All Targets,RNA,Endogenous,01,1,846,11,11.44238167,1,1,203074
KCNH2,"KCNH6,KCNH2",All Targets,RNA,Endogenous,01,1,850,20,20.82698064,1,1,3757
APOC1,APOC1,All Targets,RNA,Endogenous,01,1,823,34,33.59250995,1,1,341
CD300LF,CD300LF,All Targets,RNA,Endogenous,01,1,808,11,10.12065419,1,1,146722
PRB2,PRB2,All Targets,RNA,Endogenous,01,1,687,10,9.005910513,1,1,653247
LRP6,LRP6,All Targets,RNA,Endogenous,01,1,1181,28,27.748148,1,1,4040
CASP12,CASP12,All Targets,RNA,Endogenous,01,1,831,17.5,17.81569618,1,1,100506742
DYNC2I2,DYNC2I2,All Targets,RNA,Endogenous,01,1,809,12,11.34783584,1,1,89891
SLC6A2,SLC6A2,All Targets,RNA,Endogenous,01,1,877,20,19.29581649,1,1,6530
DENND3,DENND3,All Targets,RNA,Endogenous,01,1,991,20,19.59937931,1,1,22898
AKR1B1,AKR1B1,All Targets,RNA,Endogenous,01,1,860,16,15.95605769,1,1,231
GRAMD1C,GRAMD1C,All Targets,RNA,Endogenous,01,1,805,12,12.0575131,1,1,54762
NCOA7,NCOA7,All Targets,RNA,Endogenous,01,1,835,20,18.4978058,1,1,135112
ERC2,ERC2,All Targets,RNA,Endogenous,01,1,690,10,9.70641908,1,1,26059
PDLIM3,PDLIM3,All Targets,RNA,Endogenous,01,1,943,16,15.85837845,1,1,27295
ST20,ST20,All Targets,RNA,Endogenous,01,1,933,23,23.47149574,1,1,400410
RRM2,RRM2,All Targets,RNA,Endogenous,01,1,862,12,12.00238657,1,1,6241
PABPC1L2A,"PABPC1L2B,PABPC1L2A",All Targets,RNA,Endogenous,01,1,1034,17,16.86559237,1,1,340529
SLC39A13,SLC39A13,All Targets,RNA,Endogenous,01,1,774,12,11.57423697,1,1,91252
AATF,AATF,All Targets,RNA,Endogenous,01,1,856,13,12.93558757,1,1,26574
KRT3,KRT3,All Targets,RNA,Endogenous,01,1,806,10.5,9.730234735,1,1,3850
LDLRAD1,LDLRAD1,All Targets,RNA,Endogenous,01,1,1066,22,21.39793529,1,1,388633
TRIP12,TRIP12,All Targets,RNA,Endogenous,01,1,765,30,29.81045285,1,1,9320
ANKRD18A,ANKRD18A,All Targets,RNA,Endogenous,01,1,962,12,11.24126316,1,1,253650
ABHD18,ABHD18,All Targets,RNA,Endogenous,01,1,945,20,19.43361313,1,1,80167
N4BP2L2,N4BP2L2,All Targets,RNA,Endogenous,01,1,788,17.5,17.49823539,1,1,10443
ABRAXAS2,ABRAXAS2,All Targets,RNA,Endogenous,01,1,896,15,14.74174478,1,1,23172
C1R,C1R,All Targets,RNA,Endogenous,01,1,841,25,24.8426784,1,1,715
CENPS,CENPS,All Targets,RNA,Endogenous,01,1,770,14,13.72183248,1,1,378708
TMEM200C,TMEM200C,All Targets,RNA,Endogenous,01,1,998,12.5,12.25423657,1,1,645369
SEMA5A,SEMA5A,All Targets,RNA,Endogenous,01,1,1191,18,18.46049089,1,1,9037
ANKRD28,ANKRD28,All Targets,RNA,Endogenous,01,1,1683,23,21.9139206,1,1,23243
B2M,B2M,All Targets,RNA,Endogenous,01,1,5518,166.5,161.5274589,1,1,567
C8orf74,C8orf74,All Targets,RNA,Endogenous,01,1,988,39,37.21201115,1,1,203076
UCP3,UCP3,All Targets,RNA,Endogenous,01,1,827,10,9.401321684,1,1,7352
COQ3,COQ3,All Targets,RNA,Endogenous,01,1,1040,16,14.58520438,1,1,51805
SEMA6A,SEMA6A,All Targets,RNA,Endogenous,01,1,753,14,14.18652345,1,1,57556
KIF24,KIF24,All Targets,RNA,Endogenous,01,1,817,14,13.1661629,1,1,347240
BST1,BST1,All Targets,RNA,Endogenous,01,1,728,13,12.26052414,1,1,683
CLMN,CLMN,All Targets,RNA,Endogenous,01,1,733,13,13.19480329,1,1,79789
NUDT14,NUDT14,All Targets,RNA,Endogenous,01,1,987,36.5,37.59475427,1,1,256281
DENND2A,DENND2A,All Targets,RNA,Endogenous,01,1,720,10.5,9.786407192,1,1,27147
CSRNP1,CSRNP1,All Targets,RNA,Endogenous,01,1,966,21,21.18540816,1,1,64651
TRAM2,TRAM2,All Targets,RNA,Endogenous,01,1,851,26,25.03741174,1,1,9697
UPP2,UPP2,All Targets,RNA,Endogenous,01,1,737,9,9.248710719,1,1,151531
MPZL2,MPZL2,All Targets,RNA,Endogenous,01,1,839,15,15.27109931,1,1,10205
DYNLRB2,DYNLRB2,All Targets,RNA,Endogenous,01,1,1606,21.5,22.16952832,1,1,83657
KAT2A,KAT2A,All Targets,RNA,Endogenous,01,1,800,13,13.63836346,1,1,2648
SCG3,SCG3,All Targets,RNA,Endogenous,01,1,851,12,11.19202658,1,1,29106
MORC3,MORC3,All Targets,RNA,Endogenous,01,1,767,12,10.5950518,1,1,23515
NUS1,NUS1,All Targets,RNA,Endogenous,01,1,1038,26,26.04914928,1,1,116150
OR9K2,OR9K2,All Targets,RNA,Endogenous,01,1,794,14,14.02607514,1,1,441639
CFP,CFP,All Targets,RNA,Endogenous,01,1,855,13,12.79564178,1,1,5199
INTS8,INTS8,All Targets,RNA,Endogenous,01,1,1001,18,18.31769117,1,1,55656
ZNF346,ZNF346,All Targets,RNA,Endogenous,01,1,918,49.5,48.36685543,1,1,23567
BRINP2,BRINP2,All Targets,RNA,Endogenous,01,1,904,15,15.14750331,1,1,57795
GREM2,GREM2,All Targets,RNA,Endogenous,01,1,769,11,10.86101549,1,1,64388
BCORL1,BCORL1,All Targets,RNA,Endogenous,01,1,837,12,11.42557911,1,1,63035
COL1A2,COL1A2,All Targets,RNA,Endogenous,01,1,844,51,52.39240974,1,1,1278
PIK3R5,PIK3R5,All Targets,RNA,Endogenous,01,1,855,14,13.84657768,1,1,23533
SNAP91,SNAP91,All Targets,RNA,Endogenous,01,1,821,11,11.22962553,1,1,9892
GDPD1,GDPD1,All Targets,RNA,Endogenous,01,1,794,12,11.86088146,1,1,284161
ZNF280C,ZNF280C,All Targets,RNA,Endogenous,01,1,1117,14,13.15684235,1,1,55609
PIK3AP1,PIK3AP1,All Targets,RNA,Endogenous,01,1,934,23,23.32072695,1,1,118788
TSPAN15,TSPAN15,All Targets,RNA,Endogenous,01,1,898,17.5,17.57827191,1,1,23555
RYR1,RYR1,All Targets,RNA,Endogenous,01,1,820,12,11.41163225,1,1,6261
KRT74,KRT74,All Targets,RNA,Endogenous,01,1,797,12,11.67470209,1,1,121391
HPS6,HPS6,All Targets,RNA,Endogenous,01,1,1081,33,34.69694359,1,1,79803
THNSL1,THNSL1,All Targets,RNA,Endogenous,01,1,771,12,11.68219384,1,1,79896
REPS2,REPS2,All Targets,RNA,Endogenous,01,1,898,14,13.84921217,1,1,9185
METTL21C,METTL21C,All Targets,RNA,Endogenous,01,1,1003,15,14.36464492,1,1,196541
ZNRF4,ZNRF4,All Targets,RNA,Endogenous,01,1,863,16,15.68291769,1,1,148066
OR2AT4,OR2AT4,All Targets,RNA,Endogenous,01,1,904,17,16.0717946,1,1,341152
PAN3,PAN3,All Targets,RNA,Endogenous,01,1,1055,22,21.4255201,1,1,255967
CLDN10,CLDN10,All Targets,RNA,Endogenous,01,1,795,13,13.0437821,1,1,9071
ZNF714,ZNF714,All Targets,RNA,Endogenous,01,1,887,23,23.10396031,1,1,148206
DUSP1,DUSP1,All Targets,RNA,Endogenous,01,1,1171,46.5,50.00395161,1,1,1843
RAB11FIP5,RAB11FIP5,All Targets,RNA,Endogenous,01,1,830,18,18.29007594,1,1,26056
TMEM151A,TMEM151A,All Targets,RNA,Endogenous,01,1,807,10,10.11667464,1,1,256472
TRARG1,TRARG1,All Targets,RNA,Endogenous,01,1,968,15,15.41514997,1,1,286753
DYRK1A,DYRK1A,All Targets,RNA,Endogenous,01,1,1701,28,27.62646751,1,1,1859
HPCAL1,HPCAL1,All Targets,RNA,Endogenous,01,1,758,18,18.44242912,1,1,3241
OR4D11,OR4D11,All Targets,RNA,Endogenous,01,1,814,13,12.75047599,1,1,219986
TCEANC2,TCEANC2,All Targets,RNA,Endogenous,01,1,854,20,19.20753932,1,1,127428
C18orf25,C18orf25,All Targets,RNA,Endogenous,01,1,1113,19,19.09535926,1,1,147339
SRD5A2,SRD5A2,All Targets,RNA,Endogenous,01,1,1029,16,15.49791028,1,1,6716
RIIAD1,RIIAD1,All Targets,RNA,Endogenous,01,1,794,10,9.348833195,1,1,284485
MMP24,MMP24,All Targets,RNA,Endogenous,01,1,457,6,6.217432291,1,1,10893
ARL13A,ARL13A,All Targets,RNA,Endogenous,01,1,913,13,12.28730992,1,1,392509
FBXO15,FBXO15,All Targets,RNA,Endogenous,01,1,1059,16,16.69444596,1,1,201456
SPRYD7,SPRYD7,All Targets,RNA,Endogenous,01,1,680,8,8.032752701,1,1,57213
PLEKHG2,PLEKHG2,All Targets,RNA,Endogenous,01,1,887,15,15.5324195,1,1,64857
SNRPC,SNRPC,All Targets,RNA,Endogenous,01,1,1137,26.5,27.27155702,1,1,6631
DLG5,DLG5,All Targets,RNA,Endogenous,01,1,780,18.5,18.5541309,1,1,9231
XPA,XPA,All Targets,RNA,Endogenous,01,1,681,12,11.5418516,1,1,7507
CBLL1,CBLL1,All Targets,RNA,Endogenous,01,1,786,11,10.73027578,1,1,79872
KCNA10,KCNA10,All Targets,RNA,Endogenous,01,1,892,15,14.39395259,1,1,3744
UTS2B,UTS2B,All Targets,RNA,Endogenous,01,1,909,24,23.73542578,1,1,257313
ZNF33A,ZNF33A,All Targets,RNA,Endogenous,01,1,684,11,11.4137436,1,1,7581
KRT40,KRT40,All Targets,RNA,Endogenous,01,1,987,19,18.95226709,1,1,125115
DCP1A,DCP1A,All Targets,RNA,Endogenous,01,1,856,13,12.33071874,1,1,55802
SCARA5,SCARA5,All Targets,RNA,Endogenous,01,1,940,13,12.57440805,1,1,286133
H3-3B,H3-3B,All Targets,RNA,Endogenous,01,1,1735,71,75.24767775,1,1,3021
MUC17,MUC17,All Targets,RNA,Endogenous,01,1,887,16,14.79436029,1,1,140453
TOR1AIP1,TOR1AIP1,All Targets,RNA,Endogenous,01,1,762,12,12.0802291,1,1,26092
GATC,GATC,All Targets,RNA,Endogenous,01,1,319,10.5,10.04848981,1,1,283459
EXOC3L4,EXOC3L4,All Targets,RNA,Endogenous,01,1,848,16,15.88513672,1,1,91828
MFAP4,MFAP4,All Targets,RNA,Endogenous,01,1,928,23,22.9474773,1,1,4239
GALNTL6,GALNTL6,All Targets,RNA,Endogenous,01,1,718,10.5,9.887766086,1,1,442117
DOK1,DOK1,All Targets,RNA,Endogenous,01,1,1805,23,22.0395131,1,1,1796
FAM178B,FAM178B,All Targets,RNA,Endogenous,01,1,971,13,12.89064856,1,1,51252
PSG3,"PSG5,PSG3",All Targets,RNA,Endogenous,01,1,973,13,12.32986844,1,1,5671
OR2S2,OR2S2,All Targets,RNA,Endogenous,01,1,896,16,16.46133719,1,1,56656
RUNX1,RUNX1,All Targets,RNA,Endogenous,01,1,839,20,19.6785211,1,1,861
CSMD3,CSMD3,All Targets,RNA,Endogenous,01,1,1007,20.5,19.40300613,1,1,114788
C7orf57,C7orf57,All Targets,RNA,Endogenous,01,1,837,11,10.3437037,1,1,136288
IQANK1,IQANK1,All Targets,RNA,Endogenous,01,1,892,9,8.685654485,1,1,642574
RPS6KL1,RPS6KL1,All Targets,RNA,Endogenous,01,1,732,11,11.4223501,1,1,83694
TRIM43,"TRIM43B,TRIM43",All Targets,RNA,Endogenous,01,1,621,12,11.55709877,1,1,129868
PROK1,PROK1,All Targets,RNA,Endogenous,01,1,860,12,11.44288117,1,1,84432
SYAP1,SYAP1,All Targets,RNA,Endogenous,01,1,829,13,12.75896389,1,1,94056
PARK7,PARK7,All Targets,RNA,Endogenous,01,1,852,30,30.09282527,1,1,11315
ACOX3,ACOX3,All Targets,RNA,Endogenous,01,1,874,15,14.99026241,1,1,8310
BLOC1S3,BLOC1S3,All Targets,RNA,Endogenous,01,1,767,13,12.22744894,1,1,388552
DUX1,DUX1,All Targets,RNA,Endogenous,01,1,786,16.5,16.4654055,1,1,26584
PAN2,PAN2,All Targets,RNA,Endogenous,01,1,838,10,9.054011503,1,1,9924
GDPD2,GDPD2,All Targets,RNA,Endogenous,01,1,824,12,11.51799046,1,1,54857
LRRC45,LRRC45,All Targets,RNA,Endogenous,01,1,888,11,11.08999344,1,1,201255
BLOC1S2,BLOC1S2,All Targets,RNA,Endogenous,01,1,854,12,12.33599353,1,1,282991
KIRREL2,KIRREL2,All Targets,RNA,Endogenous,01,1,816,14,12.77390007,1,1,84063
CATSPER4,CATSPER4,All Targets,RNA,Endogenous,01,1,702,9,8.528025167,1,1,378807
ACAD9,ACAD9,All Targets,RNA,Endogenous,01,1,838,23,22.17700909,1,1,28976
GIP,GIP,All Targets,RNA,Endogenous,01,1,871,16,15.08410885,1,1,2695
C17orf49,"RNASEK-C17orf49,C17orf49",All Targets,RNA,Endogenous,01,1,733,18,18.20832755,1,1,124944
YTHDF2,YTHDF2,All Targets,RNA,Endogenous,01,1,834,11,11.73553441,1,1,51441
MYL9,MYL9,All Targets,RNA,Endogenous,01,1,858,29,29.80930742,1,1,10398
IQCN,IQCN,All Targets,RNA,Endogenous,01,1,741,15,14.43802749,1,1,80726
CFAP52,CFAP52,All Targets,RNA,Endogenous,01,1,795,9,9.060230652,1,1,146845
AGXT2,AGXT2,All Targets,RNA,Endogenous,01,1,791,11,10.62938191,1,1,64902
PRPF18,PRPF18,All Targets,RNA,Endogenous,01,1,841,16,15.11456985,1,1,8559
METAP1D,METAP1D,All Targets,RNA,Endogenous,01,1,734,14,13.99527177,1,1,254042
IL2RG,IL2RG,All Targets,RNA,Endogenous,01,1,900,21,20.9932753,1,1,3561
MYO3A,MYO3A,All Targets,RNA,Endogenous,01,1,696,9,9.066503432,1,1,53904
DENND2C,DENND2C,All Targets,RNA,Endogenous,01,1,809,11,10.80753451,1,1,163259
UBXN10,UBXN10,All Targets,RNA,Endogenous,01,1,794,15,15.25583659,1,1,127733
ALOX12B,ALOX12B,All Targets,RNA,Endogenous,01,1,772,13,12.01977584,1,1,242
SMIM10L2B,SMIM10L2B,All Targets,RNA,Endogenous,01,1,877,13,12.32295694,1,1,644596
MFSD11,MFSD11,All Targets,RNA,Endogenous,01,1,706,15,14.88980524,1,1,79157
TNFSF12,"TNFSF12,TNFSF12-TNFSF13",All Targets,RNA,Endogenous,01,1,897,16,15.38933468,1,1,8742
FAM13B,FAM13B,All Targets,RNA,Endogenous,01,1,821,20,20.19471144,1,1,51306
ATP5F1A,ATP5F1A,All Targets,RNA,Endogenous,01,1,852,32,31.85654756,1,1,498
FAM234B,FAM234B,All Targets,RNA,Endogenous,01,1,679,10,10.00665132,1,1,57613
NHEJ1,NHEJ1,All Targets,RNA,Endogenous,01,1,696,12,11.72898435,1,1,79840
AURKAIP1,AURKAIP1,All Targets,RNA,Endogenous,01,1,757,36.5,37.33175684,1,1,54998
RHBDF2,RHBDF2,All Targets,RNA,Endogenous,01,1,818,17,15.94819535,1,1,79651
DERL1,DERL1,All Targets,RNA,Endogenous,01,1,868,16,15.13580495,1,1,79139
MCRS1,MCRS1,All Targets,RNA,Endogenous,01,1,947,16,16.52189884,1,1,10445
NDUFB6,NDUFB6,All Targets,RNA,Endogenous,01,1,882,27,25.94054925,1,1,4712
STK35,STK35,All Targets,RNA,Endogenous,01,1,720,11,10.78231293,1,1,140901
DUSP11,DUSP11,All Targets,RNA,Endogenous,01,1,1028,19.5,18.31324023,1,1,8446
YJEFN3,YJEFN3,All Targets,RNA,Endogenous,01,1,921,18.5,18.4598355,1,1,374887
METRN,METRN,All Targets,RNA,Endogenous,01,1,823,24,22.55882239,1,1,79006
STRN4,STRN4,All Targets,RNA,Endogenous,01,1,974,16.5,15.32454856,1,1,29888
PMFBP1,PMFBP1,All Targets,RNA,Endogenous,01,1,766,10.5,10.39215311,1,1,83449
NOP9,NOP9,All Targets,RNA,Endogenous,01,1,941,14.5,13.8363349,1,1,161424
OR13D1,OR13D1,All Targets,RNA,Endogenous,01,1,890,13.5,12.83822012,1,1,286365
C6orf132,C6orf132,All Targets,RNA,Endogenous,01,1,1075,17,16.30014725,1,1,647024
SLC66A1,SLC66A1,All Targets,RNA,Endogenous,01,1,849,28.5,27.4572134,1,1,54896
HSF4,HSF4,All Targets,RNA,Endogenous,01,1,857,13.5,13.71805185,1,1,3299
DCLRE1B,DCLRE1B,All Targets,RNA,Endogenous,01,1,817,11,10.60910019,1,1,64858
CACNA1I,CACNA1I,All Targets,RNA,Endogenous,01,1,773,11,11.14905517,1,1,8911
SGSH,SGSH,All Targets,RNA,Endogenous,01,1,875,17,16.6027889,1,1,6448
COX5B,COX5B,All Targets,RNA,Endogenous,01,1,742,20,20.54252073,1,1,1329
OXTR,OXTR,All Targets,RNA,Endogenous,01,1,769,12,12.03475839,1,1,5021
MAP1S,MAP1S,All Targets,RNA,Endogenous,01,1,867,18.5,19.18540594,1,1,55201
C15orf39,C15orf39,All Targets,RNA,Endogenous,01,1,709,15,14.49105198,1,1,56905
ARHGEF1,ARHGEF1,All Targets,RNA,Endogenous,01,1,915,41.5,42.14679223,1,1,9138
DTHD1,DTHD1,All Targets,RNA,Endogenous,01,1,902,12,12.29632149,1,1,401124
APOBEC3A,APOBEC3A,All Targets,RNA,Endogenous,01,1,867,10,10.33414304,1,1,200315
ATP7A,ATP7A,All Targets,RNA,Endogenous,01,1,712,11,10.05807547,1,1,538
MAB21L3,MAB21L3,All Targets,RNA,Endogenous,01,1,923,25,25.15412145,1,1,126868
MIB1,MIB1,All Targets,RNA,Endogenous,01,1,852,12,12.14171506,1,1,57534
GFER,GFER,All Targets,RNA,Endogenous,01,1,913,14,14.34052419,1,1,2671
FAM124B,FAM124B,All Targets,RNA,Endogenous,01,1,791,12,11.27513,1,1,79843
IFITM5,IFITM5,All Targets,RNA,Endogenous,01,1,801,10,9.780871651,1,1,387733
RGS18,RGS18,All Targets,RNA,Endogenous,01,1,741,18,17.01071261,1,1,64407
UNC5B,UNC5B,All Targets,RNA,Endogenous,01,1,920,19,18.72816574,1,1,219699
LIAS,LIAS,All Targets,RNA,Endogenous,01,1,930,15,14.95055982,1,1,11019
COMMD6,COMMD6,All Targets,RNA,Endogenous,01,1,845,16,16.05822558,1,1,170622
SLC25A38,SLC25A38,All Targets,RNA,Endogenous,01,1,770,11.5,11.10920924,1,1,54977
DLST,"DLST,DLSTP1",All Targets,RNA,Endogenous,01,1,733,24.5,24.75472226,1,1,1743
MAPRE3,MAPRE3,All Targets,RNA,Endogenous,01,1,1036,16,14.90987483,1,1,22924
DHX16,DHX16,All Targets,RNA,Endogenous,01,1,759,15,14.48140285,1,1,8449
GYG2,GYG2,All Targets,RNA,Endogenous,01,1,939,15,14.5652608,1,1,8908
PRTFDC1,PRTFDC1,All Targets,RNA,Endogenous,01,1,804,9,9.444210148,1,1,56952
RB1,RB1,All Targets,RNA,Endogenous,01,1,795,12,12.21548261,1,1,5925
ST6GAL1,ST6GAL1,All Targets,RNA,Endogenous,01,1,1370,23,23.63675969,1,1,6480
DEFA4,DEFA4,All Targets,RNA,Endogenous,01,1,765,12,11.40750746,1,1,1669
XIAP,XIAP,All Targets,RNA,Endogenous,01,1,776,13,13.65379705,1,1,331
NPEPL1,"NPEPL1,STX16-NPEPL1",All Targets,RNA,Endogenous,01,1,648,11,11.50947948,1,1,79716
LSM3,LSM3,All Targets,RNA,Endogenous,01,1,921,22,22.01028979,1,1,27258
MT3,MT3,All Targets,RNA,Endogenous,01,1,728,13,12.39546391,1,1,4504
MAPKAPK2,MAPKAPK2,All Targets,RNA,Endogenous,01,1,884,29,29.46916304,1,1,9261
ATG14,ATG14,All Targets,RNA,Endogenous,01,1,779,31,31.35352652,1,1,22863
TPPP3,TPPP3,All Targets,RNA,Endogenous,01,1,698,14,14.12983998,1,1,51673
SEMA4A,SEMA4A,All Targets,RNA,Endogenous,01,1,767,15,15.74494945,1,1,64218
MS4A13,MS4A13,All Targets,RNA,Endogenous,01,1,728,17,16.73475244,1,1,503497
SLC2A10,SLC2A10,All Targets,RNA,Endogenous,01,1,669,12,11.53942853,1,1,81031
FAM104A,FAM104A,All Targets,RNA,Endogenous,01,1,863,13,12.88657115,1,1,84923
ATP5IF1,ATP5IF1,All Targets,RNA,Endogenous,01,1,786,20,20.61269267,1,1,93974
CCDC97,CCDC97,All Targets,RNA,Endogenous,01,1,761,25,24.69006868,1,1,90324
MCF2L2,MCF2L2,All Targets,RNA,Endogenous,01,1,868,11,10.68896778,1,1,23101
KLF16,KLF16,All Targets,RNA,Endogenous,01,1,1032,34,33.04744189,1,1,83855
CCNB3,CCNB3,All Targets,RNA,Endogenous,01,1,769,10,9.893722535,1,1,85417
MXI1,MXI1,All Targets,RNA,Endogenous,01,1,896,19,18.67471047,1,1,4601
PALM3,PALM3,All Targets,RNA,Endogenous,01,1,779,12,12.26094559,1,1,342979
CT47A10,"CT47A7,CT47A6,CT47A5,CT47A4,CT47A3,CT47A2,CT47A1,CT47A9,CT47A8,CT47A12,CT47A11,CT47A10,CT47B1",All Targets,RNA,Endogenous,01,1,853,20,20.08395691,1,1,728036
H2AC12,H2AC12,All Targets,RNA,Endogenous,01,1,851,19,19.08282926,1,1,85235
SPATA31E1,SPATA31E1,All Targets,RNA,Endogenous,01,1,897,12,11.79206112,1,1,286234
LPXN,LPXN,All Targets,RNA,Endogenous,01,1,1076,24,23.32794142,1,1,9404
DOC2A,DOC2A,All Targets,RNA,Endogenous,01,1,817,15.5,14.25794763,1,1,8448
ATP6V0D2,ATP6V0D2,All Targets,RNA,Endogenous,01,1,876,12,11.60634019,1,1,245972
MS4A1,MS4A1,All Targets,RNA,Endogenous,01,1,860,24,23.09459498,1,1,931
PRTN3,PRTN3,All Targets,RNA,Endogenous,01,1,877,17,16.10211659,1,1,5657
MED29,MED29,All Targets,RNA,Endogenous,01,1,1539,25,25.00672571,1,1,55588
CALML3,CALML3,All Targets,RNA,Endogenous,01,1,1262,33,33.27776404,1,1,810
CX3CR1,CX3CR1,All Targets,RNA,Endogenous,01,1,1160,19.5,19.75681407,1,1,1524
BSPH1,BSPH1,All Targets,RNA,Endogenous,01,1,750,12,10.96507465,1,1,100131137
